,no,latitude,longitude,sub_area
20028,29443,55.768877475,37.4549448956,Poselenie Filimonkovskoe
20029,25972,55.8521519364,37.6114250641,Ramenki
20030,28637,55.8488838402,37.6364512798,Poselenie Sosenskoe
20031,29206,55.8488838402,37.6364512798,Nekrasovka
20032,29326,55.8488838402,37.6364512798,Mitino
20033,29349,55.8488838402,37.6364512798,Moskvorech'e-Saburovo
20034,29501,55.8488838402,37.6364512798,Poselenie Voskresenskoe
20035,29538,55.8488838402,37.6364512798,Poselenie Vnukovskoe
20036,29570,55.8488838402,37.6364512798,Donskoe
20037,29646,55.8488838402,37.6364512798,Poselenie Moskovskij
20038,29667,55.8488838402,37.6364512798,Nekrasovka
20039,29674,55.8488838402,37.6364512798,Poselenie Novofedorovskoe
20040,29702,55.8488838402,37.6364512798,Jasenevo
20041,29790,55.8488838402,37.6364512798,Poselenie Voskresenskoe
20042,29948,55.8488838402,37.6364512798,Krjukovo
20043,29976,55.8488838402,37.6364512798,Teplyj Stan
20044,30081,55.8488838402,37.6364512798,Metrogorodok
20045,30467,55.8488838402,37.6364512798,Poselenie Vnukovskoe
20046,4372,55.7855773368,37.4652199398,Poselenie Vnukovskoe
20047,9572,55.7855773368,37.4652199398,Koptevo
20048,11332,55.7855773368,37.4652199398,Poselenie Sosenskoe
20049,10196,55.6489641604,37.7164679005,Poselenie Filimonkovskoe
20050,17388,55.6489641604,37.7164679005,Ajeroport
20051,21247,55.6489641604,37.7164679005,Tverskoe
20052,22814,55.6489641604,37.7164679005,Zapadnoe Degunino
20053,24734,55.6489641604,37.7164679005,Poselenie Sosenskoe
20054,5604,55.7049117186,37.7452377299,Krasnosel'skoe
20055,17136,55.7049117186,37.7452377299,Severnoe Butovo
20056,26548,55.7049117186,37.7452377299,Strogino
20057,24310,55.6263211955,37.6680499981,Mitino
20058,27676,55.6263211955,37.6680499981,Pechatniki
20059,17768,55.637481078,37.3587428057,Krjukovo
20060,524,55.8600830441,37.5733838426,Horoshevo-Mnevniki
20061,11385,55.8600830441,37.5733838426,Mitino
20062,12868,55.8600830441,37.5733838426,Nagornoe
20063,14598,55.8600830441,37.5733838426,Gol'janovo
20064,15388,55.8600830441,37.5733838426,Ramenki
20065,18343,55.8600830441,37.5733838426,Donskoe
20066,19385,55.8600830441,37.5733838426,Novokosino
20067,20883,55.8600830441,37.5733838426,Horoshevskoe
20068,1224,55.8216846907,37.7162278079,Poselenie Vnukovskoe
20069,10641,55.6942631615,37.7436006835,Lefortovo
20070,16214,55.8212440895,37.7169800734,Pokrovskoe Streshnevo
20071,24201,55.8212440895,37.7169800734,Tekstil'shhiki
20072,12870,55.6922932346,37.5025464827,Chertanovo Severnoe
20073,24656,55.6922932346,37.5025464827,Mar'ino
20074,17965,55.7043811595,37.9216675369,Perovo
20075,20418,55.7043811595,37.9216675369,Rjazanskij
20076,20558,55.7043811595,37.9216675369,Severnoe Tushino
20077,20644,55.7043811595,37.9216675369,Nagornoe
20078,21023,55.7043811595,37.9216675369,Poselenie Sosenskoe
20079,21304,55.7043811595,37.9216675369,Taganskoe
20080,21572,55.7043811595,37.9216675369,Orehovo-Borisovo Severnoe
20081,22480,55.7043811595,37.9216675369,Ljublino
20082,22563,55.7043811595,37.9216675369,Filevskij Park
20083,23162,55.7043811595,37.9216675369,Basmannoe
20084,24520,55.7043811595,37.9216675369,Presnenskoe
20085,24726,55.7043811595,37.9216675369,Vostochnoe Degunino
20086,25495,55.7043811595,37.9216675369,Poselenie Vnukovskoe
20087,26564,55.7043811595,37.9216675369,Kuncevo
20088,26683,55.7043811595,37.9216675369,Poselenie Sosenskoe
20089,27644,55.7043811595,37.9216675369,Izmajlovo
20090,22960,55.6281065131,37.5952819641,Chertanovo Severnoe
20091,25157,55.8148597758,37.7294239106,Novogireevo
20092,119,55.6277483224,37.5971541022,Poselenie Vnukovskoe
20093,5067,55.6277483224,37.5971541022,Poselenie Novofedorovskoe
20094,1729,55.7305301297,37.4680136346,Severnoe Butovo
20095,6682,55.6642064709,37.5325893688,Tekstil'shhiki
20096,26716,55.6642064709,37.5325893688,Severnoe
20097,9924,55.6637362029,37.7416072,Orehovo-Borisovo Severnoe
20098,2255,55.5665229029,37.4426834953,Poselenie Novofedorovskoe
20099,5494,55.5665229029,37.4426834953,Nekrasovka
20100,17689,55.7080976378,37.9230936472,Chertanovo Severnoe
20101,18115,55.7080976378,37.9230936472,Hamovniki
20102,20445,55.7080976378,37.9230936472,Horoshevo-Mnevniki
20103,20489,55.7080976378,37.9230936472,Presnenskoe
20104,21071,55.7080976378,37.9230936472,Mozhajskoe
20105,21103,55.7080976378,37.9230936472,Mar'ino
20106,24414,55.7080976378,37.9230936472,Solncevo
20107,25713,55.7080976378,37.9230936472,Shhukino
20108,30080,55.7128566223,37.4893786021,Mitino
20109,12462,55.7807447886,37.4614677115,Severnoe Izmajlovo
20110,26579,55.7807447886,37.4614677115,Poselenie Sosenskoe
20111,6883,55.6656080589,37.744360988,Chertanovo Severnoe
20112,16172,55.6656080589,37.744360988,Poselenie Novofedorovskoe
20113,2083,55.8477568817,37.6455803346,Pechatniki
20114,2239,55.7856217999,37.4656999236,Lianozovo
20115,3280,55.7856217999,37.4656999236,Poselenie Shherbinka
20116,6297,55.7856217999,37.4656999236,Izmajlovo
20117,23978,55.6266006504,37.6023644808,Nekrasovka
20118,26930,55.6266006504,37.6023644808,Poselenie Sosenskoe
20119,18215,55.8143379305,37.7301342666,Obruchevskoe
20120,15554,55.6323941236,37.6821534888,Matushkino
20121,1668,55.6223580786,37.6565545903,Chertanovo Juzhnoe
20122,10672,55.7726730499,37.7569192968,Otradnoe
20123,16691,55.7726730499,37.7569192968,Ljublino
20124,349,55.6513712636,37.7200681386,Savelki
20125,2735,55.6513712636,37.7200681386,Novogireevo
20126,7081,55.6513712636,37.7200681386,Poselenie Vnukovskoe
20127,12985,55.6513712636,37.7200681386,Juzhnoe Medvedkovo
20128,10837,55.6218549772,37.6474613416,Fili Davydkovo
20129,25108,55.8475879762,37.5343001681,Bogorodskoe
20130,14804,55.860781775,37.5698272769,Poselenie Moskovskij
20131,6294,55.6328134698,37.6829558504,Alekseevskoe
20132,14137,55.6328134698,37.6829558504,Fili Davydkovo
20133,2005,55.6450814216,37.351642212,Hovrino
20134,30381,55.6450814216,37.351642212,Juzhnoe Tushino
20135,630,55.8068747697,37.7442130996,Gagarinskoe
20136,3344,55.8068747697,37.7442130996,Nekrasovka
20137,5726,55.8068747697,37.7442130996,Ajeroport
20138,12940,55.8068747697,37.7442130996,Preobrazhenskoe
20139,15870,55.8068747697,37.7442130996,Brateevo
20140,18831,55.8068747697,37.7442130996,Poselenie Desjonovskoe
20141,23639,55.8068747697,37.7442130996,Nizhegorodskoe
20142,28777,55.8068747697,37.7442130996,Tverskoe
20143,7525,55.7119083196,37.7470350722,Poselenie Filimonkovskoe
20144,20664,55.7119083196,37.7470350722,Poselenie Vnukovskoe
20145,30303,55.7119083196,37.7470350722,Beskudnikovskoe
20146,783,55.7298764834,37.7535662668,Zjuzino
20147,16134,55.7298764834,37.7535662668,Cheremushki
20148,17424,55.7298764834,37.7535662668,Solncevo
20149,3613,55.6733407164,37.7473236592,Severnoe Tushino
20150,9338,55.6733407164,37.7473236592,Golovinskoe
20151,2107,55.5413401931,37.5170440638,Bibirevo
20152,2123,55.5413401931,37.5170440638,Otradnoe
20153,6710,55.6689325628,37.7488995715,Koptevo
20154,13915,55.6689325628,37.7488995715,Mar'ino
20155,25019,55.6386550224,37.696354098,Sviblovo
20156,27831,55.701790153,37.7437264014,Poselenie Filimonkovskoe
20157,18588,55.7019969536,37.9213963032,Troparevo-Nikulino
20158,18649,55.7019969536,37.9213963032,Novo-Peredelkino
20159,18875,55.7019969536,37.9213963032,Birjulevo Vostochnoe
20160,19354,55.7019969536,37.9213963032,Poselenie Filimonkovskoe
20161,19364,55.7019969536,37.9213963032,Pechatniki
20162,19412,55.7019969536,37.9213963032,Poselenie Sosenskoe
20163,19481,55.7019969536,37.9213963032,Juzhnoe Butovo
20164,19497,55.7019969536,37.9213963032,Ramenki
20165,19644,55.7019969536,37.9213963032,Cheremushki
20166,19787,55.7019969536,37.9213963032,Juzhnoe Tushino
20167,19904,55.7019969536,37.9213963032,Poselenie Vnukovskoe
20168,19913,55.7019969536,37.9213963032,Moskvorech'e-Saburovo
20169,19919,55.7019969536,37.9213963032,Tverskoe
20170,19964,55.7019969536,37.9213963032,Nagatinskij Zaton
20171,20388,55.7019969536,37.9213963032,Otradnoe
20172,20443,55.7019969536,37.9213963032,Meshhanskoe
20173,20581,55.7019969536,37.9213963032,Tekstil'shhiki
20174,20648,55.7019969536,37.9213963032,Poselenie Vnukovskoe
20175,26402,55.7019969536,37.9213963032,Poselenie Voskresenskoe
20176,26941,55.7019969536,37.9213963032,Zapadnoe Degunino
20177,9827,55.6961500606,37.7429408898,Gagarinskoe
20178,28064,55.6961500606,37.7429408898,Krjukovo
20179,1004,55.6271362027,37.6011717856,Solncevo
20180,2227,55.6271362027,37.6011717856,Filevskij Park
20181,10945,55.6271362027,37.6011717856,Basmannoe
20182,11597,55.6271362027,37.6011717856,Losinoostrovskoe
20183,19581,55.6271362027,37.6011717856,Orehovo-Borisovo Severnoe
20184,657,55.8560454637,37.5878001611,Veshnjaki
20185,4080,55.8560454637,37.5878001611,Poselenie Pervomajskoe
20186,12837,55.8560454637,37.5878001611,Sokolinaja Gora
20187,17837,55.8560454637,37.5878001611,Nekrasovka
20188,23711,55.8560454637,37.5878001611,Juzhnoe Tushino
20189,3724,55.7875160974,37.467441669,Nekrasovka
20190,2049,55.847597128,37.6443984846,Tekstil'shhiki
20191,602,55.704045981,37.9223286868,Nekrasovka
20192,1261,55.704045981,37.9223286868,Poselenie Moskovskij
20193,1599,55.704045981,37.9223286868,Orehovo-Borisovo Severnoe
20194,28194,55.704045981,37.9223286868,Krjukovo
20195,18830,55.814477128,37.7289988026,Krjukovo
20196,14872,55.6290254144,37.6728168907,Alekseevskoe
20197,3177,55.7486825918,37.755205472,Poselenie Sosenskoe
20198,7160,55.6255268569,37.6084891795,Danilovskoe
20199,23598,55.6255268569,37.6084891795,Begovoe
20200,29339,55.6255268569,37.6084891795,Chertanovo Juzhnoe
20201,4110,55.8604523181,37.5698557937,Krjukovo
20202,14400,55.8604523181,37.5698557937,Horoshevskoe
20203,13594,55.855476478,37.5903299222,Kuncevo
20204,11156,55.7815779977,37.4634061982,Altuf'evskoe
20205,13921,55.7761720694,37.75566461,Koptevo
20206,24615,55.7761720694,37.75566461,Chertanovo Severnoe
20207,29121,55.7761720694,37.75566461,Poselenie Vnukovskoe
20208,1984,55.6788598538,37.5165148913,Lefortovo
20209,27158,55.6788598538,37.5165148913,Shhukino
20210,29426,55.6788598538,37.5165148913,Ramenki
20211,17710,55.776651711,37.458807436,Birjulevo Vostochnoe
20212,2036,55.7177541575,37.7494622227,Poselenie Desjonovskoe
20213,8715,55.7177541575,37.7494622227,Pokrovskoe Streshnevo
20214,16830,55.7177541575,37.7494622227,Juzhnoe Butovo
20215,17047,55.7177541575,37.7494622227,Bogorodskoe
20216,29615,55.6383141625,37.6948967835,Juzhnoportovoe
20217,18694,55.6807882303,37.5143384628,Vostochnoe Izmajlovo
20218,2363,55.6428658519,37.352523815,Mitino
20219,11212,55.628010729,37.6703078553,Basmannoe
20220,21240,55.628010729,37.6703078553,Tekstil'shhiki
20221,10486,55.802222163,37.4745377465,Nekrasovka
20222,17761,55.802222163,37.4745377465,Sviblovo
20223,24538,55.802222163,37.4745377465,Poselenie Sosenskoe
20224,14328,55.7076610684,37.9239489647,Golovinskoe
20225,15668,55.7076610684,37.9239489647,Birjulevo Vostochnoe
20226,20290,55.5432122848,37.5091959442,Nagornoe
20227,28089,55.7332333746,37.4662490067,Ljublino
20228,4983,55.6286962291,37.6716877913,Mitino
20229,4402,55.814343034,37.7287144648,Danilovskoe
20230,17582,55.814343034,37.7287144648,Taganskoe
20231,27615,55.8575719948,37.5599514052,Poselenie Novofedorovskoe
20232,134,55.6641337875,37.5341034149,Rjazanskij
20233,18124,55.627548785,37.6688040823,Poselenie Voskresenskoe
20234,13933,55.746535167,37.7547770764,Zjablikovo
20235,17653,55.7294093113,37.7528031874,Poselenie Sosenskoe
20236,15333,55.6444754292,37.3510019686,Savelki
20237,17244,55.6444754292,37.3510019686,Poselenie Vnukovskoe
20238,30214,55.7768317512,37.4594343539,Solncevo
20239,5313,55.6330160466,37.6817424252,Poselenie Moskovskij
20240,10493,55.6971892894,37.7422833222,Ajeroport
20241,15022,55.7306794156,37.4694433798,Preobrazhenskoe
20242,16947,55.8137597825,37.729239882,Solncevo
20243,18925,55.8137597825,37.729239882,Poselenie Sosenskoe
20244,760,55.6391519084,37.3556019756,Gol'janovo
20245,7277,55.6761045008,37.5202912375,Tverskoe
20246,7761,55.6281469075,37.5990292289,Juzhnoe Tushino
20247,19009,55.6281469075,37.5990292289,Poselenie Desjonovskoe
20248,10073,55.7152727562,37.7476974622,Krjukovo
20249,11972,55.7152727562,37.7476974622,Poselenie Vnukovskoe
20250,26300,55.7152727562,37.7476974622,Poselenie Vnukovskoe
20251,13959,55.6709563454,37.747371299,Poselenie Shherbinka
20252,15698,55.6765965864,37.7451625688,Krjukovo
20253,28928,55.6765965864,37.7451625688,Juzhnoe Butovo
20254,20476,55.6258456122,37.6636037047,Poselenie Sosenskoe
20255,11811,55.6780912766,37.7447661743,Kon'kovo
20256,25031,55.7851441324,37.4668086849,Tverskoe
20257,7187,55.8136794031,37.7291785411,Severnoe Butovo
20258,10504,55.8136794031,37.7291785411,Poselenie Shherbinka
20259,23042,55.6478523999,37.7119491728,Juzhnoe Butovo
20260,26181,55.8356454401,37.4893521653,Rjazanskij
20261,9117,55.8339433733,37.4843986963,Nekrasovka
20262,18406,55.7867003723,37.7538821988,Kuncevo
20263,23643,55.7867003723,37.7538821988,Mitino
20264,27302,55.7867003723,37.7538821988,Troickij okrug
20265,27009,55.7013547124,37.9220959804,Dorogomilovo
20266,29000,55.7013547124,37.9220959804,Metrogorodok
20267,23941,55.7093141922,37.7447602049,Izmajlovo
20268,18899,55.8140349026,37.7285935815,Filevskij Park
20269,19232,55.7024162329,37.9226277061,Poselenie Sosenskoe
20270,19265,55.7024162329,37.9226277061,Sokol'niki
20271,19671,55.7024162329,37.9226277061,Bogorodskoe
20272,19783,55.7024162329,37.9226277061,Tverskoe
20273,27261,55.7024162329,37.9226277061,Tverskoe
20274,28788,55.7024162329,37.9226277061,Presnenskoe
20275,30391,55.7024162329,37.9226277061,Poselenie Sosenskoe
20276,4608,55.6300737795,37.5915607007,Rjazanskij
20277,4282,55.6771071467,37.744785605,Nekrasovka
20278,24743,55.8599670675,37.5696440768,Ljublino
20279,9554,55.633866326,37.683161927,Poselenie Vnukovskoe
20280,25014,55.633866326,37.683161927,Zjuzino
20281,29985,55.633866326,37.683161927,Kotlovka
20282,20597,55.6273483571,37.6674550349,Nekrasovka
20283,25570,55.6273483571,37.6674550349,Poselenie Moskovskij
20284,15217,55.7770439746,37.4601060413,Poselenie Moskovskij
20285,27512,55.8180143605,37.7204157679,Poselenie Vnukovskoe
20286,23839,55.8185746431,37.7193343704,Chertanovo Severnoe
20287,28107,55.8185746431,37.7193343704,Juzhnoe Butovo
20288,18760,55.7067068281,37.7437935752,Mar'ino
20289,26701,55.6465276683,37.34879068,Poselenie Filimonkovskoe
20290,2260,55.8315790055,37.4838261823,Orehovo-Borisovo Juzhnoe
20291,17280,55.8315790055,37.4838261823,Nagatino-Sadovniki
20292,23899,55.8315790055,37.4838261823,Severnoe Butovo
20293,24273,55.8315790055,37.4838261823,Kuncevo
20294,27774,55.8315790055,37.4838261823,Horoshevo-Mnevniki
20295,11153,55.5412421803,37.5150122413,Ivanovskoe
20296,27276,55.5412421803,37.5150122413,Perovo
20297,9233,55.6318513236,37.6780920701,Caricyno
20298,17430,55.7030385241,37.7430027976,Severnoe Izmajlovo
20299,17521,55.7030385241,37.7430027976,Birjulevo Vostochnoe
20300,22963,55.8118123375,37.732657112,Mar'ino
20301,9015,55.6281287706,37.669281946,Sokolinaja Gora
20302,9286,55.622516338,37.6510894007,Kotlovka
20303,6563,55.6745757519,37.7455775399,Birjulevo Vostochnoe
20304,2250,55.6491752352,37.7137813683,Presnenskoe
20305,5212,55.6491752352,37.7137813683,Poselenie Novofedorovskoe
20306,13611,55.6491752352,37.7137813683,Poselenie Vnukovskoe
20307,8514,55.8556936785,37.5861938285,Ochakovo-Matveevskoe
20308,1590,55.8122947315,37.7314668362,Nagornoe
20309,24751,55.8122947315,37.7314668362,Poselenie Desjonovskoe
20310,21005,55.6329634261,37.6804978396,Tekstil'shhiki
20311,13866,55.6813322068,37.5149473748,Poselenie Voskresenskoe
20312,18284,55.6813322068,37.5149473748,Akademicheskoe
20313,27540,55.6813322068,37.5149473748,Nekrasovka
20314,26981,55.6499238939,37.7149569929,Nagatinskij Zaton
20315,15226,55.6777335394,37.5192034029,Chertanovo Juzhnoe
20316,20015,55.6777335394,37.5192034029,Mar'ino
20317,20925,55.6777335394,37.5192034029,Juzhnoportovoe
20318,12874,55.6236311395,37.6565270124,Solncevo
20319,29499,55.7056152615,37.4967674283,Ramenki
20320,3800,55.7136687272,37.7461347276,Mar'ino
20321,6003,55.8549109263,37.5890068504,Troickij okrug
20322,16110,55.8549109263,37.5890068504,Nekrasovka
20323,24415,55.6316556612,37.6770608583,Horoshevskoe
20324,355,55.7315141348,37.4695074211,Poselenie Rogovskoe
20325,174,55.8134001762,37.728791658,Jakimanka
20326,600,55.8134001762,37.728791658,Horoshevskoe
20327,789,55.8134001762,37.728791658,Poselenie Moskovskij
20328,3834,55.8134001762,37.728791658,Poselenie Vnukovskoe
20329,11039,55.8134001762,37.728791658,Poselenie Vnukovskoe
20330,17454,55.8134001762,37.728791658,Solncevo
20331,18692,55.8134001762,37.728791658,Poselenie Vnukovskoe
20332,20132,55.8134001762,37.728791658,Poselenie Vnukovskoe
20333,24686,55.8134001762,37.728791658,Kon'kovo
20334,27537,55.8134001762,37.728791658,Poselenie Vnukovskoe
20335,7868,55.6272216112,37.6051192487,Mitino
20336,28471,55.6954905119,37.7411881013,Orehovo-Borisovo Juzhnoe
20337,29621,55.6954905119,37.7411881013,Kuz'minki
20338,7792,55.7868268549,37.4687660999,Ljublino
20339,15597,55.7868268549,37.4687660999,Mar'ina Roshha
20340,25992,55.7868268549,37.4687660999,Lomonosovskoe
20341,13623,55.6231200289,37.6546861995,Poselenie Voskresenskoe
20342,12146,55.6310389512,37.6753382956,Poselenie Vnukovskoe
20343,22514,55.6933038301,37.5044633616,Juzhnoe Tushino
20344,14060,55.7112546741,37.7448553526,Poselenie Vnukovskoe
20345,2491,55.7315492424,37.7518989375,Perovo
20346,20471,55.6813744169,37.742688907,Veshnjaki
20347,2025,55.6718608124,37.7460633476,Cheremushki
20348,12954,55.6497784201,37.7140742281,Veshnjaki
20349,14761,55.8218641436,37.7121909952,Cheremushki
20350,591,55.6825897315,37.9222442858,Kapotnja
20351,18392,55.6825897315,37.9222442858,Poselenie Sosenskoe
20352,20224,55.6825897315,37.9222442858,Nekrasovka
20353,3361,55.5419292981,37.5107743215,Poselenie Filimonkovskoe
20354,15060,55.5419292981,37.5107743215,Poselenie Shherbinka
20355,21400,55.5419292981,37.5107743215,Poselenie Vnukovskoe
20356,11634,55.6415132482,37.352126596,Zjuzino
20357,2878,55.7868829593,37.7529045036,Krjukovo
20358,1554,55.6306420602,37.5914045774,Poselenie Vnukovskoe
20359,2557,55.8204367522,37.7147119795,Ramenki
20360,3892,55.7331554625,37.7518877415,Poselenie Shherbinka
20361,28639,55.5384784437,37.5226064292,Cheremushki
20362,13798,55.7036662404,37.9240881263,Krjukovo
20363,13955,55.7036662404,37.9240881263,Nekrasovka
20364,19268,55.7036662404,37.9240881263,Chertanovo Juzhnoe
20365,23879,55.7036662404,37.9240881263,Golovinskoe
20366,26616,55.7036662404,37.9240881263,Severnoe Tushino
20367,17270,55.7070149539,37.7430225739,Ramenki
20368,28665,55.6981715291,37.5009173775,Mozhajskoe
20369,21314,55.5383233396,37.5230303699,Novokosino
20370,22637,55.726747753,37.4763546846,Juzhnoe Butovo
20371,24293,55.726747753,37.4763546846,Poselenie Sosenskoe
20372,27492,55.726747753,37.4763546846,Zapadnoe Degunino
20373,3206,55.714565192,37.7461441359,Tverskoe
20374,26560,55.7080392618,37.9256016783,Novokosino
20375,5717,55.6349828861,37.6843520059,Zjuzino
20376,8886,55.6349828861,37.6843520059,Sokol
20377,18466,55.6349828861,37.6843520059,Izmajlovo
20378,26096,55.6349828861,37.6843520059,Kuncevo
20379,26809,55.6349828861,37.6843520059,Zapadnoe Degunino
20380,27946,55.6349828861,37.6843520059,Kuncevo
20381,12229,55.6367181815,37.3563582298,Poselenie Krasnopahorskoe
20382,15292,55.6367181815,37.3563582298,Poselenie Vnukovskoe
20383,14912,55.6281799139,37.6679576003,Orehovo-Borisovo Juzhnoe
20384,6515,55.6492187102,37.7127165806,Poselenie Desjonovskoe
20385,12176,55.6492187102,37.7127165806,Nekrasovka
20386,18484,55.6492187102,37.7127165806,Mitino
20387,26902,55.6492187102,37.7127165806,Nagornoe
20388,3435,55.8171183917,37.7206980788,Rostokino
20389,876,55.8580707332,37.5632734868,Poselenie Sosenskoe
20390,15116,55.8580707332,37.5632734868,Juzhnoportovoe
20391,17699,55.8580707332,37.5632734868,Poselenie Vnukovskoe
20392,22002,55.8580707332,37.5632734868,Horoshevo-Mnevniki
20393,29901,55.6882989123,37.9202847126,Prospekt Vernadskogo
20394,23225,55.5388980777,37.5209362213,Poselenie Vnukovskoe
20395,6914,55.644110471,37.3497104792,Juzhnoe Butovo
20396,13833,55.644110471,37.3497104792,Ljublino
20397,14764,55.644110471,37.3497104792,Prospekt Vernadskogo
20398,15270,55.644110471,37.3497104792,Poselenie Sosenskoe
20399,19760,55.644110471,37.3497104792,Poselenie Moskovskij
20400,23368,55.644110471,37.3497104792,Sviblovo
20401,1148,55.6852157694,37.7412023855,Poselenie Moskovskij
20402,10295,55.6852157694,37.7412023855,Altuf'evskoe
20403,21354,55.6292665535,37.6703077191,Poselenie Vnukovskoe
20404,703,55.7849956806,37.468131444,Poselenie Vnukovskoe
20405,1086,55.7849956806,37.468131444,Poselenie Moskovskij
20406,19224,55.7849956806,37.468131444,Dmitrovskoe
20407,19908,55.7849956806,37.468131444,Krjukovo
20408,20934,55.7849956806,37.468131444,Kuncevo
20409,18120,55.8584416817,37.5726629983,Poselenie Sosenskoe
20410,20456,55.8584416817,37.5726629983,Ramenki
20411,28198,55.8584416817,37.5726629983,Koptevo
20412,27265,55.7804339728,37.4644141928,Kon'kovo
20413,19105,55.6798237168,37.7426487264,Koptevo
20414,1332,55.6422085125,37.351021272,Juzhnoe Tushino
20415,17170,55.6422085125,37.351021272,Nekrasovka
20416,376,55.6768380553,37.7436092069,Poselenie Vnukovskoe
20417,17547,55.8040220786,37.746048306,Poselenie Pervomajskoe
20418,19262,55.8040220786,37.746048306,Kon'kovo
20419,19752,55.8040220786,37.746048306,Severnoe Tushino
20420,21811,55.8040220786,37.746048306,Kon'kovo
20421,911,55.6751044924,37.5233687922,Koptevo
20422,22988,55.6751044924,37.5233687922,Poselenie Sosenskoe
20423,24505,55.6751044924,37.5233687922,Lianozovo
20424,13520,55.6813330191,37.7420551066,Severnoe Izmajlovo
20425,5645,55.6459807419,37.3477165633,Obruchevskoe
20426,8385,55.6459807419,37.3477165633,Birjulevo Vostochnoe
20427,10775,55.6459807419,37.3477165633,Taganskoe
20428,2081,55.7079109622,37.7427660289,Poselenie Vnukovskoe
20429,26061,55.7079109622,37.7427660289,Krjukovo
20430,5732,55.7309817622,37.4713525365,Poselenie Filimonkovskoe
20431,23366,55.7309817622,37.4713525365,Poselenie Vnukovskoe
20432,22607,55.6312710482,37.6745523206,Hovrino
20433,23638,55.6510960879,37.7154653879,Danilovskoe
20434,12248,55.8205875217,37.713477464,Chertanovo Juzhnoe
20435,23524,55.8205875217,37.713477464,Juzhnoportovoe
20436,569,55.6288541088,37.6686019848,Bibirevo
20437,13922,55.7173405346,37.7468789401,Tekstil'shhiki
20438,14460,55.7173405346,37.7468789401,Orehovo-Borisovo Juzhnoe
20439,16781,55.7173405346,37.7468789401,Tekstil'shhiki
20440,24235,55.7173405346,37.7468789401,Nekrasovka
20441,26866,55.7173405346,37.7468789401,Losinoostrovskoe
20442,11907,55.7844962891,37.4682277178,Nekrasovka
20443,1874,55.7322694704,37.4698171666,Sokol
20444,16993,55.7322694704,37.4698171666,Novogireevo
20445,434,55.6532612505,37.3420861572,Poselenie Sosenskoe
20446,1559,55.6532612505,37.3420861572,Mitino
20447,1852,55.6532612505,37.3420861572,Otradnoe
20448,2345,55.6532612505,37.3420861572,Poselenie Vnukovskoe
20449,10067,55.8300146295,37.4850806619,Ostankinskoe
20450,17272,55.6298519532,37.670761152,Hovrino
20451,17968,55.7035451568,37.9248704878,Gol'janovo
20452,1049,55.8172705734,37.7192854707,Brateevo
20453,18346,55.8172705734,37.7192854707,Vostochnoe Degunino
20454,30457,55.8172705734,37.7192854707,Severnoe Izmajlovo
20455,20764,55.72965295,37.7506141494,Lefortovo
20456,10139,55.5422086147,37.5073195655,Lefortovo
20457,27599,55.6269881977,37.6091247962,Vojkovskoe
20458,19097,55.8304075559,37.4851559443,Bogorodskoe
20459,3,55.7029463355,37.7411592517,Poselenie Sosenskoe
20460,2721,55.7036020215,37.7412354868,Dorogomilovo
20461,17182,55.7036020215,37.7412354868,Mozhajskoe
20462,24942,55.6830585346,37.7409494982,Poselenie Shherbinka
20463,8143,55.8375075374,37.505074256,Poselenie Vnukovskoe
20464,8251,55.8375075374,37.505074256,Ljublino
20465,9452,55.8375075374,37.505074256,Butyrskoe
20466,11124,55.8375075374,37.505074256,Pokrovskoe Streshnevo
20467,14592,55.8375075374,37.505074256,Sviblovo
20468,25768,55.8375075374,37.505074256,Ljublino
20469,27468,55.8375075374,37.505074256,Juzhnoe Medvedkovo
20470,24889,55.6803311673,37.7417872006,Kon'kovo
20471,997,55.787142592,37.4703385383,Poselenie Sosenskoe
20472,3050,55.787142592,37.4703385383,Izmajlovo
20473,26491,55.6814524302,37.9238677642,Caricyno
20474,12737,55.5382277114,37.5211741914,Timirjazevskoe
20475,1331,55.6396440639,37.6935160968,Strogino
20476,8867,55.6396440639,37.6935160968,Poselenie Sosenskoe
20477,10900,55.7051121823,37.7412866543,Mar'ino
20478,24595,55.8574673051,37.56359039,Juzhnoe Medvedkovo
20479,3057,55.858242382,37.5654844578,Nekrasovka
20480,14236,55.8567775051,37.5622478094,Kon'kovo
20481,22515,55.8567775051,37.5622478094,Poselenie Moskovskij
20482,13317,55.7039432005,37.7410975745,Ljublino
20483,14516,55.7039432005,37.7410975745,Ramenki
20484,20894,55.7039432005,37.7410975745,Vyhino-Zhulebino
20485,55,55.6689383652,37.7447318174,Veshnjaki
20486,12569,55.6689383652,37.7447318174,Nekrasovka
20487,3413,55.8552941356,37.5828988635,Horoshevo-Mnevniki
20488,23938,55.8552941356,37.5828988635,Nagatinskij Zaton
20489,14553,55.5401176229,37.5145015851,Bogorodskoe
20490,24059,55.78008697,37.4650428175,Kosino-Uhtomskoe
20491,30105,55.78008697,37.4650428175,Poselenie Moskovskij
20492,16643,55.7068156908,37.7417171359,Preobrazhenskoe
20493,25807,55.7068156908,37.7417171359,Poselenie Sosenskoe
20494,15088,55.7861510466,37.4699344009,Vyhino-Zhulebino
20495,26699,55.7861510466,37.4699344009,Poselenie Novofedorovskoe
20496,11379,55.6701564073,37.745283995,Nagornoe
20497,21853,55.6701564073,37.745283995,Tverskoe
20498,849,55.6528867084,37.3417919869,Rjazanskij
